,Employment Cost Index: Wages and Salaries: Private Industry Workers,Employment Cost Index: Total compensation: All Civilian,Employment Cost Index: Wages and salaries for Private industry workers in Aircraft manufacturing,Unemployment Rate,Labor Force Participation Rate,"All Employees, Total Nonfarm",Unemployment Rate in California,Unemployment Rate in Texas,Unemployment Rate in New York,"Unemployment Rate in Austin-Round Rock, TX (MSA)","Unemployment Rate in Dallas-Fort Worth-Arlington, TX (MSA)","Unemployment Rate in Seattle-Tacoma-Bellevue, WA (MSA)","Unemployment Rate in Los Angeles County, CA","Unemployment Rate in Miami-Dade County, FL","Unemployment Rate in San Francisco County/City, CA",Unemployment Rate in Great Lakes BEA Region (DISCONTINUED),Unemployment Rate in Southeast BEA Region (DISCONTINUED),Unemployment Rate in New England BEA Region (DISCONTINUED),Initial Claims,Continued Claims (Insured Unemployment),4-Week Moving Average of Initial Claims,Total Nonfarm Private Payroll Employment,Total Nonfarm Private Payroll Employment (DISCONTINUED),Adjusted Unemployment Rate in Japan (DISCONTINUED),Unemployment Rate in the United States (DISCONTINUED),Adjusted Unemployment Rate in Italy (DISCONTINUED),Change in Total Nonfarm Payroll Employment in Texas,Mining: Oil and Gas Extraction Payroll Employment in Texas,Retail Trade: Automobile Dealers Payroll Employment in Texas,All Employees: State Government in New York,Average Hourly Earnings of All Employees: Total Private in California,"All Employees: Total Nonfarm in New York City, NY","Average Weekly Wages for Employees in Total Covered Establishments in Houston-Sugar Land-Baytown, TX (MSA)","Average Weekly Wages for Employees in Total Covered Establishments in New Orleans-Metairie-Kenner, LA (MSA)","Number of Private Establishments for All Industries in Spencer County, KY",Hornstein-Kudlyak-Lange Non-Employment Index,Hornstein-Kudlyak-Lange Non-Employment Index including People Working Part-Time for Economic Reasons,Initial Claims in California,Continued Claims (Insured Unemployment) in California,Initial Claims in Texas
1998-06-01,,,,4.5,67.0,126077.0,5.9,5.0,5.5,3.1,3.9,3.8,6.6,5.9,4.0,3.864,4.258,3.45,,,,,,,,,9.496330199999647,72.293920448,3.7286893312562075,,,3536.6,,,,8.01146382802726,8.93399370208586,,,
1998-07-01,,,,4.5,67.0,126209.0,6.0,5.1,5.5,3.0,3.8,3.9,7.1,6.0,4.2,4.126,4.267,3.426,,,,,,,,,36.9497549000007,72.697648804,4.890810471788898,,,3550.4,694.572307607881,554.915327082619,151.0,8.06983877900233,9.018333125284569,,,
1998-08-01,,,,4.5,67.0,126547.0,6.0,5.1,5.5,3.0,3.6,3.8,6.9,5.8,4.2,4.015,4.264,3.409,327000.0,2336000.0,324250.0,,,,,,17.198040699999183,72.341019764,0.7133279637491885,,,3560.9,,,,8.0437560423816,8.91193241812347,49279.0,327425.0,12365.0
1998-09-01,,,,4.6,67.2,126745.0,6.0,5.1,5.5,3.0,3.5,4.2,6.9,6.2,3.9,4.061,4.244,3.393,,,,,,,,,35.687179800001104,72.224083638,1.0283008430469476,,,3562.4,,,,7.99284679330807,8.83401125792327,,,
1998-10-01,,,,4.5,67.2,126950.0,5.9,5.0,5.4,2.6,3.2,3.6,6.7,5.8,3.6,4.055,4.203,3.367,,,,,,,,,22.820717700000387,71.79890899,6.967514195064584,,,3568.0,717.2464464632069,571.833345971194,150.0,8.00796331415523,8.848064727556979,,,
1998-11-01,,,,4.4,67.1,127225.0,5.8,4.9,5.4,2.4,3.0,3.6,6.3,5.3,3.2,4.002,4.149,3.332,,,,,,,,,18.749294799999916,71.454658847,0.8952612794681958,,,3574.5,,,,7.910461151119839,8.71633805547382,,,
1998-12-01,,,,4.4,67.2,127598.0,5.7,4.8,5.4,2.3,2.8,3.3,6.0,5.0,2.9,3.932,4.101,3.296,,,,,,,,,29.002424599999358,70.539517403,7.184935549886684,,,3582.0,,,,7.885505171895151,8.71029489689372,,,
1999-01-01,,,,4.3,67.2,127704.0,5.6,4.7,5.3,2.6,3.2,3.6,6.5,5.0,3.5,3.87,4.063,3.264,,,,,,,,,-5.834164600000804,70.408753395,7.857801734997394,258.3,,3602.0,689.765108728672,543.476239059545,155.0,7.867335137538389,8.70881908627417,,,
1999-02-01,,,,4.4,67.2,128118.0,5.5,4.7,5.3,2.4,3.1,3.8,6.3,5.0,3.2,3.834,4.037,3.244,,,,,,,,,18.061714200001006,70.37147669,2.303165086514647,,,3609.6,,,,7.909536575082041,8.736207299876469,,,
1999-03-01,,,,4.2,67.0,128233.0,5.5,4.7,5.3,2.2,2.9,3.6,5.9,5.2,3.1,3.831,4.02,3.234,,,,,,,,,18.62123369999972,70.450244669,2.9293858606632472,,,3610.5,,,,7.858493964441821,8.71332580241945,,,
1999-04-01,,,,4.3,67.1,128595.0,5.4,4.7,5.3,2.1,2.9,3.2,5.8,5.2,3.0,3.852,4.012,3.226,,,,,,,,,-0.7876579999992828,68.680693868,5.849645128537939,,,3612.0,713.5462045992889,560.959662376269,158.0,8.04141835096781,8.834764761972801,,,
1999-05-01,,,,4.2,67.1,128810.0,5.3,4.7,5.3,2.1,3.0,3.4,5.4,4.8,2.8,3.883,4.011,3.214,296000.0,2226000.0,305000.0,,,,,,2.455408099998749,67.230990621,3.9411785772659025,,,3609.1,,,,7.8765414705664005,8.70563734785385,47684.0,400970.0,13876.0
1999-06-01,,,,4.3,67.1,129088.0,5.3,4.7,5.3,2.5,3.4,3.7,5.9,4.9,3.3,3.91,4.016,3.2,,,,,,,,,21.355155600000217,66.747077553,4.924196911939038,,,3624.3,,,,7.8985118218561805,8.718130392118189,,,
1999-07-01,,,,4.3,67.1,129423.0,5.2,4.7,5.3,2.4,3.4,3.8,6.4,5.2,3.5,3.929,4.026,3.19,,,,,,,,,23.646396100000857,66.241770795,0.8788901374783276,,,3645.6,727.89093382979,567.600066421473,163.0,7.84523997711158,8.67170720520158,,,
1999-08-01,,,,4.2,67.0,129569.0,5.2,4.7,5.2,2.3,3.3,3.7,6.1,5.1,3.4,3.931,4.032,3.184,,,,,,,,,11.499551299999439,65.90445005,-1.1675972127296652,,,3655.7,,,,7.81655015850536,8.6181571043772,,,
1999-09-01,,,,4.2,67.0,129781.0,5.1,4.7,5.2,2.4,3.4,4.0,6.0,5.3,3.1,3.912,4.025,3.179,,,,,,,,,33.70317830000022,65.55082505,10.449828992302512,,,3632.5,,,,7.83188735220086,8.624735143318581,,,
1999-10-01,,,,4.1,67.0,130179.0,5.1,4.8,5.0,2.2,3.2,3.9,5.8,4.9,2.9,3.877,4.001,3.174,,,,,,,,,23.91865660000076,65.678342185,5.25928255792516,,,3657.3,744.42035863035,574.769372833635,164.0,7.72962174684495,8.493090894978291,,,
1999-11-01,,,,4.1,67.1,130467.0,5.0,4.8,4.9,2.1,3.1,4.1,5.6,4.4,2.7,3.831,3.958,3.148,,,,,,,,,19.37549659999968,65.389767393,8.183079792621806,,,3667.9,,,,7.699593068405811,8.45856829219178,,,
1999-12-01,,,,4.0,67.1,130781.0,5.0,4.8,4.8,2.1,3.0,3.7,5.3,4.2,2.4,3.779,3.903,3.095,,,,,,,,,32.468548900000314,65.281797373,2.08492547203023,,,3682.4,,,,7.651964188212471,8.432830150542529,,,
2000-01-01,,,,4.0,67.3,131009.0,5.0,4.7,4.7,3.4,3.9,4.3,5.8,4.3,3.6,3.736,3.854,3.019,286000.0,2102000.0,278250.0,,,,,,32.990450399998736,65.258687103,-0.6398740879225095,261.2,,3690.9,773.4424716361369,577.8461573903589,170.0,7.59301954195913,8.350166881953431,37401.0,432585.0,8310.0
2000-02-01,,,,4.1,67.3,131120.0,5.0,4.7,4.6,3.4,3.9,4.5,5.7,4.3,3.4,3.714,3.821,2.932,,,,,,,,,21.270083100000193,64.868142656,8.785433838720635,,,3697.4,,,,7.7093670157892795,8.45554158187013,,,
2000-03-01,,,,4.0,67.3,131604.0,5.0,4.6,4.6,3.3,3.9,4.3,5.5,4.8,3.4,3.725,3.81,2.85,,,,,,,,,31.91252480000003,64.736563865,6.459058379151883,,,3705.4,,,,7.73255410344129,8.49246219146522,,,
2000-04-01,,,,3.8,67.3,131883.0,5.0,4.5,4.6,2.8,3.3,3.8,5.2,4.4,3.1,3.769,3.82,2.789,266000.0,2026000.0,269750.0,,,,,,7.21696669999983,64.276852398,3.0492776051973536,,,3732.8,765.254169797347,573.672296216433,172.0,7.60868690692646,8.33384562860688,42822.0,383212.0,10863.0
2000-05-01,,,,4.0,67.1,132106.0,5.0,4.5,4.6,3.1,3.6,4.1,5.4,4.5,3.1,3.827,3.841,2.749,,,,,,,,,45.113442199999554,63.916941403,5.4257200526198535,,,3739.6,,,,7.782981477783999,8.56954734985871,,,
2000-06-01,,,,4.0,67.1,132060.0,5.0,4.4,4.5,3.4,3.9,4.3,5.5,4.5,3.6,3.873,3.862,2.724,,,,,,,,,17.638263200000438,63.858662754,-0.18872279002959402,,,3742.2,,,,7.626540804311591,8.37735717196805,,,
2000-07-01,,,,4.0,66.9,132228.0,5.0,4.3,4.5,3.2,3.8,4.4,6.0,4.7,3.7,3.893,3.872,2.707,281000.0,2052000.0,288750.0,,,,,,5.003637499999968,63.545210476,3.788943080192797,,,3740.0,780.805963689046,577.519066282914,173.0,7.64025328815183,8.39566734190524,47794.0,287229.0,14279.0
2000-08-01,,,,4.1,66.9,132231.0,4.9,4.3,4.5,3.2,3.8,4.4,5.9,4.7,3.6,3.891,3.871,2.694,,,,,,,,,27.90829280000071,63.530047027,0.8469613384764818,,,3731.0,,,,7.67245158920936,8.44640509272634,,,
2000-09-01,,,,3.9,66.9,132357.0,4.8,4.2,4.5,3.0,3.6,4.3,5.4,4.7,3.3,3.886,3.864,2.689,,,,,,,,,23.727868099998886,63.463881016,7.424564787860111,,,3750.9,,,,7.63387534403205,8.39374938367256,,,
2000-10-01,,,,3.9,66.8,132352.0,4.8,4.2,4.4,2.8,3.3,4.1,5.1,4.4,3.2,3.896,3.863,2.7,,,,,,,,,3.1433238000008714,63.478244995,0.07121226787540902,,,3759.6,779.5786550555259,575.230219147879,173.0,7.61978417304503,8.372780540298159,,,
2000-11-01,,,,3.9,66.9,132553.0,4.8,4.1,4.3,2.7,3.3,4.3,4.9,4.1,3.2,3.944,3.89,2.741,,,,,,,,,19.69397570000001,63.456364843,2.6423969336356157,,,3762.6,,,,7.655048161524319,8.44454919734699,,,
2000-12-01,,,,3.9,67.0,132718.0,4.8,4.1,4.3,2.4,2.9,4.1,4.6,4.0,3.0,4.038,3.957,2.819,,,,,,,,,20.14236510000046,63.792988805,3.4416238240785324,,,3766.8,,,,7.63856078555121,8.388494166540749,,,
2001-01-01,87.6,84.7,86.8,4.2,67.2,132699.0,4.8,4.1,4.2,3.1,3.6,4.7,5.4,4.2,3.9,4.162,4.05,2.929,,,,,,,,,6.852516299999479,62.646083552,6.605971577723491,264.8,,3767.8,832.483182691474,587.242176441934,181.0,7.728028856042039,8.50381194786011,,,
2001-02-01,,,,4.2,67.1,132786.0,4.8,4.2,4.2,3.1,3.5,4.8,5.0,4.0,3.9,4.288,4.155,3.059,,,,,,,,,10.640909800000372,63.512861918,5.284879010796684,,,3761.8,,,,7.76163199629008,8.52349193741529,,,
2001-03-01,,,,4.3,67.2,132751.0,4.9,4.3,4.3,3.5,3.9,4.8,5.1,4.6,4.2,4.39,4.254,3.197,,,,,,,,,3.8073695999992196,63.633517842,7.995883687516514,,,3759.2,,,,7.82104826281727,8.5841376160373,,,
2001-04-01,88.4,85.5,87.3,4.4,66.9,132455.0,5.0,4.5,4.3,3.5,3.8,4.3,5.0,4.5,4.2,4.462,4.338,3.333,,,,,,,,,-7.96717069999977,63.97438288,-3.4796412859512182,,,3746.5,802.285566966234,593.805797173354,180.0,7.9724540096671,8.7230426349824,,,
2001-05-01,,,,4.3,66.7,132411.0,5.1,4.6,4.4,3.8,4.0,4.5,4.9,4.1,4.3,4.523,4.418,3.462,,,,,,,,,-3.806186499999967,64.520124378,5.210738503125767,,,3735.3,,,,8.06013048976563,8.87378250370732,,,
2001-06-01,,,,4.5,66.7,132296.0,5.2,4.8,4.6,4.5,4.8,5.0,5.6,4.5,5.2,4.601,4.514,3.584,,,,,,,,,3.3227341000001616,65.23009016,4.515867417687791,,,3731.5,,,,8.13920592299784,9.02052807017443,,,
2001-07-01,89.2,86.4,88.1,4.6,66.8,132173.0,5.4,5.0,4.8,4.6,4.8,4.9,6.1,4.5,5.4,4.721,4.645,3.697,,,,,,,,,-30.186133100000006,64.883853243,2.5772941384731407,,,3738.2,796.403444281553,598.601120510057,184.0,8.09460650337353,8.93649971148111,,,
2001-08-01,,,,4.9,66.5,132024.0,5.6,5.2,5.0,5.0,5.2,5.0,6.3,4.9,5.9,4.898,4.822,3.806,,,,,,,,,8.4836978000003,65.153852701,5.580764349478473,,,3732.7,,,,8.407565604599,9.22083250764849,,,
2001-09-01,,,,5.0,66.8,131765.0,5.9,5.4,5.3,5.0,5.2,5.2,6.1,5.0,5.7,5.12,5.029,3.913,402000.0,3213000.0,398250.0,,,,,,-23.605220200000986,65.012806932,2.2917051380489495,,,3701.9,,,,8.38019458141064,9.3592557058756,48201.0,406686.0,18527.0
2001-10-01,90.0,87.2,88.9,5.3,66.7,131452.0,6.1,5.6,5.6,5.1,5.4,5.3,6.4,4.8,6.4,5.358,5.436,4.018,,,,,,,,,-38.51740199999949,64.570742205,2.7060831646599226,,,3620.7,802.5001354335781,607.173921030153,184.0,8.64406039790171,9.6712185382646,,,
2001-11-01,,,,5.5,66.7,131141.0,6.3,5.8,5.8,5.3,5.8,5.8,6.4,4.5,6.5,5.582,5.609,4.123,,,,,,,,,-13.892066599999453,64.713756981,5.6031594132986084,,,3620.6,,,,8.73184896491808,9.70001101644777,,,
2001-12-01,,,,5.7,66.7,130984.0,6.5,6.0,6.0,5.3,5.9,5.8,6.4,4.3,6.2,5.769,5.727,4.229,465000.0,3619000.0,453750.0,,,,,,-21.80878060000032,64.619448563,1.622109484345291,,,3610.9,,,,8.84148714038544,9.84889687896637,67736.0,547904.0,19123.0
2002-01-01,90.7,87.9,90.8,5.7,66.5,130853.0,6.6,6.1,6.2,5.9,6.6,6.3,7.1,4.2,7.3,5.906,5.785,4.337,,,,,,,,,-5.962507899999764,64.745892155,1.096697049747819,267.3,,3605.4,806.900885287245,615.161800528477,188.0,8.91398637822987,9.84910795435176,,,
2002-02-01,,,,5.7,66.8,130732.0,6.7,6.2,6.3,5.8,6.4,6.2,6.8,4.1,7.0,5.996,5.789,4.443,,,,,,,,,-4.650238700000045,64.938964413,-0.41301905121295945,,,3611.4,,,,8.821419957275,9.79703697017947,,,
2002-03-01,,,,5.7,66.6,130720.0,6.7,6.3,6.3,5.9,6.4,6.3,6.9,4.6,7.1,6.047,5.757,4.545,,,,,,,,,4.90458629999921,64.94931178,0.7640634901108001,,,3607.6,,,,8.80628787380577,9.75093249042451,,,
2002-04-01,91.6,88.8,91.4,5.9,66.7,130616.0,6.7,6.3,6.3,5.8,6.4,5.9,6.8,4.4,6.9,6.06,5.702,4.64,,,,,109068.903,,,,-2.9864741999990656,64.561971099,-1.0506767630935387,,,3610.2,806.4849327446279,621.660744451392,184.0,8.87395997841936,9.82637554334765,,,
2002-05-01,,,,5.8,66.7,130632.0,6.8,6.3,6.3,5.7,6.3,6.0,6.6,4.1,6.6,6.04,5.637,4.729,,,,,108963.386,,,,15.189401499999803,64.391973672,-0.2915208483967535,,,3615.8,,,,8.79923577722125,9.7531906503082,,,
2002-06-01,,,,5.8,66.6,130682.0,6.8,6.4,6.2,6.3,6.8,6.4,7.1,4.5,7.3,5.992,5.566,4.812,378000.0,3664000.0,401250.0,,108918.789,,,,-14.35965749999923,64.481662595,1.872205233633828,,,3612.2,,,,8.78676217422466,9.7242613019266,45631.0,514722.0,20331.0
2002-07-01,92.0,89.5,91.4,5.8,66.5,130585.0,6.8,6.4,6.1,6.2,6.7,6.4,7.4,4.5,7.3,5.932,5.501,4.892,,,,,108827.623,,,,-12.517477500001405,64.319159308,-0.7369164846721121,,,3605.3,810.072649704731,622.667616914815,189.0,8.8034161055831,9.77140449207011,,,
2002-08-01,,,,5.7,66.6,130587.0,6.7,6.4,6.1,6.0,6.6,6.3,7.1,4.5,7.2,5.881,5.455,4.97,,,,,108704.798,,,,12.287851900000533,64.249830099,-0.6829521841472452,,,3605.8,,,,8.73905304787476,9.764957368061001,,,
2002-09-01,,,,5.7,66.7,130498.0,6.8,6.4,6.1,5.8,6.4,6.5,6.7,4.4,6.9,5.861,5.441,5.046,,,,,108638.352,,,,1.1597063999997772,64.022383855,-2.023621722774327,,,3600.2,,,,8.70393560871132,9.69521103445097,,,
2002-10-01,92.3,90.1,91.7,5.7,66.6,130621.0,6.8,6.4,6.1,5.6,6.2,6.5,6.5,4.1,6.9,5.887,5.458,5.117,,,,,108595.671,,,,-16.451634699998976,63.535032785,-3.059148529527178,,,3595.8,809.1406302466389,629.4750736694921,186.0,8.67788524522098,9.67229342616332,,,
2002-11-01,,,,5.9,66.4,130617.0,6.8,6.5,6.2,5.8,6.5,6.7,6.6,3.9,6.8,5.952,5.495,5.18,,,,,108583.109,,,,7.712377299998479,63.36243363,-4.242414747037982,,,3596.9,,,,8.81922308203262,9.7783433758469,,,
2002-12-01,,,,6.0,66.3,130469.0,6.9,6.6,6.2,5.6,6.3,6.6,6.5,3.7,6.6,6.036,5.535,5.234,,,,,108473.857,,,,-10.683944899999915,63.186974413,-4.350222622155265,,,3592.1,,,,8.75028565704513,9.72805295157441,,,
2003-01-01,93.3,91.2,93.3,5.8,66.4,130580.0,6.9,6.7,6.3,6.3,7.0,6.9,7.1,3.8,7.2,6.131,5.568,5.28,,,,,108504.858,,,,-5.870206800000233,62.341524012,-4.676775989415982,263.2,,3580.3,802.6638386688879,625.123930894885,183.0,8.79571589334857,9.83876651482337,,,
2003-02-01,,,,5.9,66.4,130443.0,6.9,6.7,6.3,6.2,6.9,7.1,6.9,3.6,7.0,6.229,5.611,5.322,413000.0,3368000.0,400000.0,,108549.587,,,,-12.061829399999624,62.58729279,-3.3242271610544827,,,3573.3,,,,8.82133298122404,9.90129884956821,63965.0,598300.0,18044.0
2003-03-01,,,,5.9,66.3,130232.0,6.9,6.8,6.3,6.2,6.7,6.9,6.7,3.9,7.1,6.324,5.66,5.359,436000.0,3496000.0,416750.0,,108622.0,,,,-16.596199399999023,62.757323317,-1.9626150185647506,,,3562.2,,,,8.93399228761193,9.992513407683798,63349.0,615847.0,15848.0
2003-04-01,93.8,92.0,93.8,6.0,66.4,130176.0,7.0,6.9,6.4,5.9,6.5,6.3,6.6,3.7,6.8,6.418,5.713,5.391,,,,,108702.803,,,,-0.8695771000002424,63.211829688,-0.5422137356208556,,,3560.2,822.1694319208921,638.1680973152539,188.0,8.88751031702709,9.962161336974921,,,
2003-05-01,,,,6.1,66.4,130196.0,7.0,6.9,6.4,6.0,6.7,6.5,6.7,3.6,6.7,6.505,5.758,5.417,,,,,108601.557,,,,-1.2399149000011676,63.263208084,-0.5944565270868063,,,3557.0,,,,8.96294891379698,10.0092490418982,,,
2003-06-01,,,,6.3,66.5,130192.0,7.0,6.9,6.5,6.8,7.4,6.8,7.4,4.0,7.6,6.566,5.777,5.433,,,,,108515.09,,,,-13.488580799999909,63.241399099,-3.642882483166754,,,3551.8,,,,9.00099290397791,10.0479815668985,,,
2003-07-01,94.7,92.9,94.1,6.2,66.2,130184.0,7.0,6.9,6.5,6.4,7.0,6.6,7.7,3.9,7.2,6.579,5.748,5.434,,,,,108524.984,,,,-7.467964499999653,63.260355768,-1.4889595839649106,,,3543.7,829.6428422626151,646.263429090759,188.0,8.97026520478557,10.0341728729991,,,
2003-08-01,,,,6.1,66.1,130153.0,7.0,6.8,6.5,6.2,6.8,6.2,7.4,4.0,7.0,6.538,5.668,5.419,,,,,108573.336,,,,15.78843659999984,63.298278893,4.611705258656551,,,3540.3,,,,8.94567650572638,9.98303821108235,,,
2003-09-01,,,,6.1,66.1,130252.0,6.9,6.7,6.5,6.0,6.6,6.3,7.2,3.9,6.6,6.447,5.548,5.388,,,,,108738.407,,,,7.071415700000216,63.477795165,0.7790942264301215,,,3552.8,,,,8.93427285500321,10.035517049452999,,,
2003-10-01,95.2,93.6,94.2,6.0,66.1,130439.0,6.8,6.6,6.4,5.6,6.2,6.1,7.0,3.6,6.4,6.337,5.422,5.344,,,,,108986.429,,,,14.048976699999912,63.169078479,2.228658034374642,,,3554.5,825.022918117377,643.804583250179,191.0,8.92000711239267,9.99527345022552,,,
2003-11-01,,,,5.8,66.1,130482.0,6.7,6.5,6.4,5.5,6.1,6.1,6.9,3.3,6.2,6.239,5.317,5.287,363000.0,3427000.0,376250.0,,109011.095,,,,0.1419538999998622,62.989806254,0.2171963941529409,,,3554.2,,,,8.785620748088869,9.848244896987278,55349.0,488438.0,19936.0
2003-12-01,,,,5.7,65.9,130594.0,6.6,6.4,6.3,5.1,5.7,5.7,6.4,3.0,5.7,6.172,5.248,5.222,,,,,108955.69,,,,13.668871600000784,63.169156987,1.4344352614766631,,,3554.5,,,,8.77245555708666,9.839666798980149,,,
2004-01-01,95.7,94.6,95.8,5.7,66.1,130766.0,6.6,6.3,6.3,5.8,6.4,6.2,7.0,3.1,6.4,6.136,5.213,5.153,,,,,109031.171,,,,24.638468499999362,62.700010435,-1.1561051746413753,261.0,,3549.6,834.8767326619859,653.739385739187,200.0,8.71405678436776,9.77579953068162,,,
2004-02-01,,,,5.6,66.0,130822.0,6.5,6.2,6.3,5.4,6.1,6.1,6.7,3.0,6.1,6.121,5.2,5.086,,,,,109195.382,,,,8.391270000000077,62.589673153,0.9269499354323418,,,3554.2,,,,8.66583157024678,9.67555078806497,,,
2004-03-01,,,,5.8,66.0,131139.0,6.5,6.2,6.2,5.5,6.2,6.0,6.8,3.4,6.3,6.119,5.2,5.025,,,,,109554.0,,,,12.071559899999556,62.998576535,-2.7907073692593154,,,3562.3,,,,8.792173459619491,9.860601747563159,,,
2004-04-01,96.4,95.5,96.5,5.6,65.9,131409.0,6.4,6.1,6.1,4.9,5.6,5.4,6.4,3.1,5.9,6.113,5.2,4.97,,,,,109744.32,,,,29.553146600001128,62.567631993,-0.8317902890960682,,,3562.1,848.217822806896,654.758473299468,200.0,8.66354379382553,9.67452248838919,,,
2004-05-01,,,,5.6,66.0,131693.0,6.4,6.1,6.0,4.9,5.6,5.7,6.4,3.1,5.5,6.099,5.188,4.916,324000.0,2998000.0,345500.0,,109991.535,,,,-0.2988729999997304,62.43391381,-3.821959299208355,,,3570.3,,,,8.656907282607811,9.69439802968915,43533.0,427767.0,16816.0
2004-06-01,,,,5.6,66.1,131789.0,6.3,6.0,5.9,5.5,6.2,5.7,6.8,3.4,5.9,6.089,5.161,4.862,,,,,110051.538,,,,11.707444399999076,62.203296042,-5.683089727012081,,,3577.6,,,,8.63358503908538,9.63335471252926,,,
2004-07-01,97.2,96.4,97.0,5.5,66.1,131850.0,6.2,5.9,5.7,5.3,6.0,5.6,7.0,3.4,6.0,6.093,5.126,4.806,,,,,110113.528,,,,33.20350169999983,62.430391037,1.621619272548025,,,3587.7,866.6490411088561,660.600897245036,204.0,8.62566054732455,9.62693529669874,,,
2004-08-01,,,,5.4,66.0,131936.0,6.1,5.9,5.6,5.0,5.7,5.1,6.5,3.3,5.8,6.107,5.091,4.75,,,,,110142.076,,,,8.48110220000126,62.259127116,-2.7227797881907767,,,3585.6,,,,8.59823073865433,9.6269548187043,,,
2004-09-01,,,,5.4,65.8,132083.0,6.0,5.9,5.5,4.8,5.5,5.2,6.3,3.3,5.3,6.124,5.066,4.703,,,,,110269.416,,,,-1.736607400000139,62.458442315,-2.5820665397677467,,,3580.5,,,,8.58084971555226,9.58540627118737,,,
2004-10-01,97.7,97.1,97.0,5.5,65.9,132435.0,5.9,5.9,5.4,4.8,5.5,5.3,6.1,3.0,5.4,6.138,5.059,4.675,,,,,110691.939,,,,40.627760399998806,63.194927482,-3.3201845809226804,,,3588.7,885.361698451367,683.397547418572,207.0,8.61983026252479,9.68585137230613,,,
2004-11-01,,,,5.4,66.0,132509.0,5.9,5.9,5.3,4.9,5.6,5.2,6.0,2.7,5.7,6.135,5.064,4.669,,,,,110956.226,,,,4.8310977000001,63.526272465,-0.05844272770006986,,,3589.2,,,,8.57155247265258,9.56227818809558,,,
2004-12-01,,,,5.4,65.9,132633.0,5.8,5.8,5.2,4.7,5.4,5.1,5.7,2.5,5.0,6.12,5.075,4.684,,,,,111006.563,,,,20.068400899999688,63.526696214,0.4973718766175361,,,3596.2,,,,8.55771292386068,9.54632144891092,,,
2005-01-01,98.3,98.0,98.8,5.3,65.8,132779.0,5.8,5.8,5.1,5.0,5.9,5.3,6.0,2.6,5.5,6.086,5.079,4.709,356000.0,2672000.0,328500.0,,111095.215,,,,20.812001400001463,64.140067145,2.7785056892678517,260.8,,3604.0,875.5822225752601,670.6471093831431,215.0,8.50831294499667,9.48231243815847,49862.0,411509.0,12240.0
2005-02-01,,,,5.4,65.9,133033.0,5.7,5.7,5.1,5.0,5.8,5.5,5.9,2.5,5.4,6.033,5.064,4.729,,,,,111230.379,,,,14.08931339999981,64.477678728,0.9724945939023844,,,3603.0,,,,8.56884527651351,9.512693534468129,,,
2005-03-01,,,,5.2,65.9,133154.0,5.6,5.6,5.0,4.6,5.3,5.2,5.5,2.6,5.4,5.957,5.019,4.732,,,,,111416.0,,,,19.97183860000041,64.650469216,0.6584009172673877,,,3604.4,,,,8.49253034373802,9.472115564229549,,,
2005-04-01,98.8,98.6,99.1,5.2,66.1,133515.0,5.5,5.5,4.9,4.4,5.1,4.6,5.2,2.4,5.0,5.872,4.953,4.719,,,,,111650.771,,,,49.09152919999906,64.341343216,-0.43684974856073033,,,3622.3,892.8996489128419,682.959295030584,218.0,8.45299769171579,9.38062698611815,,,
2005-05-01,,,,5.1,66.1,133687.0,5.4,5.4,4.9,4.4,5.1,4.9,5.1,2.3,4.7,5.789,4.892,4.697,,,,,111869.771,,,,4.440064300000813,64.750706985,-0.42813889337465216,,,3620.1,,,,8.37440230861734,9.3387074140571,,,
2005-06-01,,,,5.0,66.1,133939.0,5.3,5.3,4.9,4.7,5.3,5.0,5.3,2.5,5.1,5.724,4.867,4.68,,,,,112051.324,,,,15.107328499998403,64.939934039,2.1003656822872863,,,3625.4,,,,8.406749211155299,9.39135096954557,,,
2005-07-01,99.4,99.3,99.5,5.0,66.1,134297.0,5.3,5.3,4.9,4.6,5.3,4.9,5.6,2.6,5.1,5.697,4.889,4.676,,,,,112262.312,,,,52.31168539999999,65.186015078,0.17304710335674933,,,3634.3,941.572943135428,724.00393568942,223.0,8.318647760040571,9.29277410160592,,,
2005-08-01,,,,4.9,66.2,134495.0,5.3,5.4,5.0,4.6,5.2,4.5,5.2,2.5,5.0,5.701,4.937,4.683,,,,,112497.681,,,,19.404801200000293,64.893195213,1.9130262087691197,,,3643.0,,,,8.23370669189127,9.2470651584928,,,
2005-09-01,,,,5.0,66.1,134552.0,5.2,5.4,5.0,4.7,5.4,4.7,5.1,2.6,4.8,5.715,5.025,4.689,,,,,112621.064,,,,33.27464940000027,65.361155673,3.82137968183911,,,3649.5,,,,8.379330087080369,9.413865650916039,,,
2005-10-01,100.1,100.1,100.0,5.0,66.1,134646.0,5.2,5.4,4.9,4.3,5.0,4.5,4.9,2.2,4.7,5.705,5.022,4.682,384000.0,2841000.0,397250.0,,112610.409,,,,7.328066100000797,66.110558087,-14.124621075567312,,,3639.2,918.2290014300439,820.262482330396,214.0,8.33910747851747,9.281197735661511,34561.0,280277.0,29041.0
2005-11-01,,,,5.0,66.0,135001.0,5.2,5.4,4.9,4.6,5.2,4.7,5.1,2.0,4.8,5.663,4.946,4.656,,,,,112885.222,,,,44.649099500000375,66.173324846,-0.9518751298418726,,,3652.1,,,,8.40201900047281,9.309263604827759,,,
