,Date,spx,MA50,RSI,MACD_signal
13147,1980-06-30,114.23999786376952,110.02740005493165,54.09302243709806,1.8574782667925098
13148,1980-07-01,114.93000030517578,110.33,57.05905096943681,1.7691510424995511
13149,1980-07-02,115.68000030517578,110.575,60.07831315004026,1.6874487003240914
13150,1980-07-03,117.45999908447266,110.84959991455078,66.15974613594764,1.6387344816975808
13151,1980-07-07,118.29000091552734,111.12739990234375,68.56445274197617,1.622757446752111
13152,1980-07-08,117.83999633789062,111.38099975585938,65.83299393781186,1.6172588342016812
13153,1980-07-09,117.9800033569336,111.62779983520508,66.28304475134948,1.6171638103609807
13154,1980-07-10,116.9499969482422,111.84959976196289,60.01947889364128,1.6003416384229832
13155,1980-07-11,117.83999633789062,112.08059967041015,63.2509466018912,1.584468978318453
13156,1980-07-14,120.01000213623048,112.37159973144531,69.6847574202455,1.6010333747305436
13157,1980-07-15,119.3000030517578,112.64599975585938,65.63578875124448,1.6220836570880572
13158,1980-07-16,119.62999725341795,112.91099975585938,66.60695993086546,1.6464099232525218
13159,1980-07-17,121.44000244140624,113.2147998046875,71.38397778169224,1.69663936393048
13160,1980-07-18,122.04000091552734,113.51199981689453,72.77435941480331,1.7661769432079526
13161,1980-07-21,122.51000213623048,113.83959991455077,73.84634909302841,1.8476443353474112
13162,1980-07-22,122.19000244140624,114.18899993896484,71.77422263593687,1.9230018843386578
13163,1980-07-23,121.93000030517578,114.53199996948243,70.0542027914045,1.9820484422632187
13164,1980-07-24,121.79000091552734,114.84179992675782,69.09405180857419,2.0210251710244638
13165,1980-07-25,120.77999877929688,115.12039993286133,62.44466622346368,2.0246589757832925
13166,1980-07-28,121.43000030517578,115.40919998168945,64.79293318497734,2.0117058177962575
13167,1980-07-29,122.4000015258789,115.71020004272461,68.0077969742014,1.9999260173151265
13168,1980-07-30,122.2300033569336,116.00140014648437,66.85559885483552,1.9822287137576589
13169,1980-07-31,121.66999816894533,116.28240005493164,63.065152160575586,1.9482976999008248
13170,1980-08-01,121.20999908447266,116.55220001220704,60.053264091540825,1.89419084945179
13171,1980-08-04,120.9800033569336,116.79160003662109,58.547674801693404,1.8222878543993326
13172,1980-08-05,120.73999786376952,116.99399993896485,56.943325886287475,1.735017344392382
13173,1980-08-06,121.5500030517578,117.19699996948242,60.84317615083431,1.651658342281047
13174,1980-08-07,123.3000030517578,117.4218000793457,67.65870797449323,1.599276578637115
13175,1980-08-08,123.61000061035156,117.6886001586914,68.69807340842425,1.5703574417142439
13176,1980-08-11,124.77999877929688,117.95940017700195,72.31446474224045,1.5727476888105634
13177,1980-08-12,123.79000091552734,118.22000015258789,65.42648733126978,1.5752573027145542
13178,1980-08-13,123.27999877929688,118.47540008544922,62.14267087807582,1.5659830590595447
13179,1980-08-14,125.25,118.72820007324219,68.6815674966517,1.5776701197035754
13180,1980-08-15,125.72000122070312,118.98700012207031,70.01237061307692,1.6057854304049068
13181,1980-08-18,123.38999938964844,119.19080017089844,57.0663608573631,1.601890070728663
13182,1980-08-19,122.5999984741211,119.36860015869141,53.45706663408385,1.5618802094895714
13183,1980-08-20,123.7699966430664,119.55080001831055,57.72188013790465,1.5164386578843154
13184,1980-08-21,125.45999908447266,119.73960006713867,62.99633805335228,1.493481480679478
13185,1980-08-22,126.0199966430664,119.94960006713868,64.57349168587137,1.4913510145066713
13186,1980-08-25,125.16000366210938,120.13660018920899,60.32147733580851,1.4852662335180853
13187,1980-08-26,124.83999633789062,120.31160018920899,58.77069455807262,1.4685311867411195
13188,1980-08-27,123.5199966430664,120.46140014648438,52.74684541713188,1.4215911346845096
13189,1980-08-28,122.08000183105467,120.57780014038086,47.07790174344403,1.3319654756230745
13190,1980-08-29,122.37999725341795,120.73220001220703,48.323945748066734,1.22203406320097
13191,1980-09-02,123.73999786376952,120.92580001831055,53.65164618473579,1.124050936866122
13192,1980-09-03,126.12000274658205,121.15800003051758,61.192049676901604,1.074102850582599
13193,1980-09-04,125.41999816894533,121.36360000610351,58.193295015208676,1.043264296161403
13194,1980-09-05,124.87999725341795,121.52679992675782,55.91680080045025,1.0150266244957005
13195,1980-09-08,123.30999755859376,121.66919982910156,49.815181905546844,0.9625375219873947
13196,1980-09-09,124.06999969482422,121.83059982299805,52.51632160315091,0.9075312304365852
13197,1980-09-10,124.80999755859376,122.04199981689453,55.05305709902186,0.8635685207317687
13198,1980-09-11,125.66000366210938,122.2565998840332,57.83927551074382,0.840425415664533
13199,1980-09-12,125.54000091552734,122.45379989624024,57.29924570578171,0.8277147619936296
13200,1980-09-15,125.66999816894533,122.61799987792969,57.759346714628855,0.822396781098462
13201,1980-09-16,126.73999786376952,122.78699981689454,61.44204230532677,0.8371879732097628
13202,1980-09-17,128.8699951171875,123.00759979248046,67.51379705935945,0.8958825680764684
13203,1980-09-18,128.39999389648438,123.21599960327148,65.0785518093839,0.9694776050236403
13204,1980-09-19,129.25,123.46199966430665,67.37081331537321,1.0599056923227854
13205,1980-09-22,130.39999389648438,123.71319961547852,70.219005477813,1.1720757612104897
13206,1980-09-23,129.42999267578125,123.90159942626953,65.06030225679835,1.273845941884642
13207,1980-09-24,130.3699951171875,124.12299926757812,67.54837834624513,1.3758565504419302
13208,1980-09-25,128.72000122070312,124.30479934692383,59.53436145591012,1.443209745541014
13209,1980-09-26,126.3499984741211,124.40299926757812,50.30273685546426,1.4442082029537138
13210,1980-09-29,123.54000091552734,124.43299926757813,41.98913630126872,1.3554409429935217
13211,1980-09-30,125.45999908447266,124.49199920654297,48.27903581248583,1.2426067222154678
13212,1980-10-01,127.12999725341795,124.59079910278321,53.04764388722777,1.1444144463112236
13213,1980-10-02,128.08999633789062,124.7139990234375,55.58286071436976,1.0732547318453696
13214,1980-10-03,129.3300018310547,124.86479904174804,58.68594129971321,1.0401062117922202
13215,1980-10-06,131.72999572753906,125.08379898071288,63.937302494404214,1.0684399606583066
13216,1980-10-07,131.0,125.27519897460938,61.38161807426753,1.1197424563629996
13217,1980-10-08,131.64999389648438,125.46019882202148,62.807178673085374,1.1905701094430414
13218,1980-10-09,131.0399932861328,125.63639862060546,60.54826824300361,1.2574770967122086
13219,1980-10-10,130.2899932861328,125.80879852294922,57.79592483026118,1.303587455145152
13220,1980-10-13,132.02999877929688,126.0251985168457,62.10030523489932,1.3590353402403963
13221,1980-10-14,132.02000427246094,126.24599853515625,62.0611516509593,1.4141721634253202
13222,1980-10-15,133.6999969482422,126.50519851684571,65.94762662674893,1.4898037731822171
13223,1980-10-16,132.22000122070312,126.71859848022461,60.106079431374916,1.5473083525503455
13224,1980-10-17,131.52000427246094,126.88299850463868,57.51128956302782,1.5757421041746058
13225,1980-10-20,132.61000061035156,127.06299850463867,60.37953884930837,1.5982630998880702
13226,1980-10-21,131.83999633789062,127.20419845581054,57.43012390275624,1.5999697735867286
13227,1980-10-22,131.9199981689453,127.3667984008789,57.6615288990163,1.5861706945666585
13228,1980-10-23,129.52999877929688,127.4917984008789,49.07843948081034,1.5216300324074532
13229,1980-10-24,129.85000610351562,127.58379852294922,50.1484377326946,1.430306284444318
13230,1980-10-27,127.87999725341795,127.62699844360351,44.01659819796131,1.2922924609756345
13231,1980-10-28,128.0500030517578,127.7201985168457,44.64561986487807,1.1320160626993272
13232,1980-10-29,127.91000366210938,127.82639862060547,44.205139877735085,0.9613741653871717
13233,1980-10-30,126.29000091552734,127.87679870605469,39.36525843722932,0.765143340466723
13234,1980-10-31,127.47000122070312,127.91699874877929,44.16094779963785,0.5802429148093052
13235,1980-11-03,129.0399932861328,127.97739868164062,49.84483203253323,0.43586276523314593
13236,1980-11-05,131.3300018310547,128.10079864501952,56.758825927608456,0.3599909151710957
13237,1980-11-06,128.91000366210938,128.1821987915039,49.0618544047752,0.29160591826008586
13238,1980-11-07,129.17999267578125,128.2953987121582,49.87848640175516,0.23514127855234257
13239,1980-11-10,129.47999572753906,128.4433985900879,50.821936531667845,0.19335849645811579
13240,1980-11-11,131.25999450683594,128.62099853515625,56.10177294393471,0.1909264785587641
13241,1980-11-12,134.58999633789062,128.83799850463868,63.90841770399154,0.26597932197930074
13242,1980-11-13,136.49000549316406,129.04539855957032,67.46375472337883,0.4153710969764397
13243,1980-11-14,137.14999389648438,129.2799984741211,68.62011071180274,0.6131087251585228
13244,1980-11-17,137.75,129.53739852905272,69.67528663257744,0.8389582124337642
13245,1980-11-18,139.6999969482422,129.8651985168457,72.86838342021291,1.099787172001997
13246,1980-11-19,139.05999755859375,130.1649984741211,70.25372450285381,1.3561500481764095
13247,1980-11-20,140.39999389648438,130.47679840087892,72.48025689997547,1.6145626228847103
13248,1980-11-21,139.11000061035156,130.74579833984376,67.26078151409146,1.8364524904766983
13249,1980-11-24,138.30999755859375,131.00119827270507,64.174344298792,2.006869571141314
13250,1980-11-25,139.3300018310547,131.27439834594728,66.29782582490381,2.1477904719216485
13251,1980-11-26,140.1699981689453,131.54299835205077,67.98097470194844,2.271342834142868
13252,1980-11-28,140.52000427246094,131.77599853515625,68.6828022578309,2.377939407089153
13253,1980-12-01,137.2100067138672,131.95219879150392,56.14856976656503,2.410091568535451
13254,1980-12-02,136.97000122070312,132.10659881591798,55.35967072232158,2.384575711984157
13255,1980-12-03,136.7100067138672,132.23279907226564,54.46689368162674,2.3146692514249043
13256,1980-12-04,136.47999572753906,132.3737991333008,53.64270008513035,2.211658942056421
