,Retailers: Inventories to Sales Ratio,Total Business: Inventories to Sales Ratio,Total Business Inventories,Exchange Rates (Value of Foreign Currency Relative to U.S. Dollar) in Belgium (DISCONTINUED),Employment in Manufacturing in the United Kingdom (DISCONTINUED),"Real Hourly Compensation in Manufacturing, CPI Basis, in Italy (DISCONTINUED)",Chicago Fed Midwest Manufacturing Index (DISCONTINUED),Chicago Fed Midwest Manufacturing Index for the Steel Sector Output (DISCONTINUED),Chicago Fed Midwest Manufacturing Index for the Resource Sector Output (DISCONTINUED),Current General Business Conditions; Diffusion Index for New York,Future Capital Expenditures; Diffusion Index for New York,Current New Orders; Diffusion Index for New York,Current General Activity; Diffusion Index for Federal Reserve District 3: Philadelphia,Future Capital Expenditures; Diffusion Index for Federal Reserve District 3: Philadelphia,Future New Orders; Diffusion Index for Federal Reserve District 3: Philadelphia,Current New Orders; Diffusion Index for Federal Reserve District 3: Philadelphia,Current Prices Paid; Diffusion Index for Federal Reserve District 3: Philadelphia,"Current Number of Part-Time, Temporary, and Contract Employees; Percent of Respondents Reporting Decreases for Federal Reserve District 3: Philadelphia",Current General Business Activity; Diffusion Index for Texas,Current Prices Paid for Raw Materials; Percentage Reporting Increases for Texas,Future Prices Paid for Raw Materials; Diffusion Index for Texas
1967-04-01,,,,,,,,,,,,,,,,,,,,,
1967-05-01,,,,,,,,,,,,,,,,,,,,,
1967-06-01,,,,,,,,,,,,,,,,,,,,,
1967-07-01,,,,,,,,,,,,,,,,,,,,,
1967-08-01,,,,,,,,,,,,,,,,,,,,,
1967-09-01,,,,,,,,,,,,,,,,,,,,,
1967-10-01,,,,,,,,,,,,,,,,,,,,,
1967-11-01,,,,,,,,,,,,,,,,,,,,,
1967-12-01,,,,,,,,,,,,,,,,,,,,,
1968-01-01,,,,85.5,192.1,38.1,,,,,,,,,,,,,,,
1968-02-01,,,,,,,,,,,,,,,,,,,,,
1968-03-01,,,,,,,,,,,,,,,,,,,,,
1968-04-01,,,,,,,,,,,,,,,,,,,,,
1968-05-01,,,,,,,,,,,,,32.2,22.7,19.8,,,,,,
1968-06-01,,,,,,,,,,,,,18.4,25.3,30.6,,,,,,
1968-07-01,,,,,,,,,,,,,33.3,25.3,43.8,,,,,,
1968-08-01,,,,,,,,,,,,,-3.9,18.5,36.6,,,,,,
1968-09-01,,,,,,,,,,,,,9.5,16.0,20.8,,,,,,
1968-10-01,,,,,,,,,,,,,6.8,22.9,39.8,,,,,,
1968-11-01,,,,,,,,,,,,,13.2,34.0,38.4,,,,,,
1968-12-01,,,,,,,,,,,,,23.5,25.8,40.8,,,,,,
1969-01-01,,,,85.1,194.7,40.8,,,,,,,-11.3,24.1,36.7,,,,,,
1969-02-01,,,,,,,,,,,,,16.8,35.2,32.7,,,,,,
1969-03-01,,,,,,,,,,,,,27.8,22.8,42.6,,,,,,
1969-04-01,,,,,,,,,,,,,18.1,25.9,25.9,,,,,,
1969-05-01,,,,,,,,,,,,,12.7,19.2,16.2,,,,,,
1969-06-01,,,,,,,,,,,,,18.5,19.7,12.7,,,,,,
1969-07-01,,,,,,,,,,,,,-1.1,18.3,16.8,,,,,,
1969-08-01,,,,,,,,,,,,,8.0,16.0,10.4,,,,,,
1969-09-01,,,,,,,,,,,,,-1.6,6.9,18.7,,,,,,
1969-10-01,,,,,,,,,,,,,12.1,9.3,17.2,,,,,,
1969-11-01,,,,,,,,,,,,,-3.4,2.7,19.7,,,,,,
1969-12-01,,,,,,,,,,,,,-7.9,-1.6,24.3,,,,,,
1970-01-01,,,,85.9,194.4,47.3,,,,,,,-13.1,4.0,49.5,,,,,,
1970-02-01,,,,,,,,,,,,,-18.1,1.0,34.9,,,,,,
1970-03-01,,,,,,,,,,,,,-31.2,9.7,50.1,,,,,,
1970-04-01,,,,,,,,,,,,,-16.9,14.2,56.6,,,,,,
1970-05-01,,,,,,,,,,,,,-21.5,6.4,64.4,,,,,,
1970-06-01,,,,,,,,,,,,,-8.4,-1.0,64.0,,,,,,
1970-07-01,,,,,,,,,,,,,7.0,0.7,50.1,,,,,,
1970-08-01,,,,,,,,,,,,,6.9,5.1,64.1,,,,,,
1970-09-01,,,,,,,,,,,,,14.0,7.8,61.2,,,,,,
1970-10-01,,,,,,,,,,,,,3.7,5.7,69.0,,,,,,
1970-11-01,,,,,,,,,,,,,6.4,3.0,68.6,,,,,,
1970-12-01,,,,,,,,,,,,,10.2,5.2,59.4,,,,,,
1971-01-01,,,,87.9,187.8,52.0,,,,,,,28.9,-1.1,52.1,,,,,,
1971-02-01,,,,,,,,,,,,,39.0,-0.6,68.4,,,,,,
1971-03-01,,,,,,,,,,,,,33.3,-0.9,56.2,,,,,,
1971-04-01,,,,,,,,,,,,,37.4,-10.7,61.8,,,,,,
1971-05-01,,,,,,,,,,,,,39.2,1.8,62.1,,,,,,
1971-06-01,,,,,,,,,,,,,31.3,4.1,58.6,,,,,,
1971-07-01,,,,,,,,,,,,,25.5,8.2,46.9,,,,,,
1971-08-01,,,,,,,,,,,,,22.8,15.7,73.2,,,,,,
1971-09-01,,,,,,,,,,,,,35.9,24.8,70.4,,,,,,
1971-10-01,,,,,,,,,,,,,39.3,18.2,60.5,,,,,,
1971-11-01,,,,,,,,,,,,,32.1,21.5,67.4,,,,,,
1971-12-01,,,,,,,,,,,,,30.4,30.2,66.0,,,,,,
1972-01-01,,,,96.9,183.4,54.1,,,,,,,34.2,25.6,67.6,,,,,,
1972-02-01,,,,,,,,,,,,,30.9,38.7,55.5,,,,,,
1972-03-01,,,,,,,,,,,,,39.5,25.5,49.5,,,,,,
1972-04-01,,,,,,,,,,,,,28.2,31.1,47.1,,,,,,
1972-05-01,,,,,,,,,,,,,35.8,37.8,52.2,,,,,,
1972-06-01,,,,,,,,,,,,,34.1,41.1,45.5,,,,,,
1972-07-01,,,,,,,,,,,,,33.1,40.5,55.3,,,,,,
1972-08-01,,,,,,,,,,,,,35.2,31.7,48.7,,,,,,
1972-09-01,,,,,,,,,,,,,32.9,38.1,47.3,,,,,,
1972-10-01,,,,,,,,,,,,,39.2,37.4,45.0,,,,,,
1972-11-01,,,,,,,,,,,,,47.2,37.6,61.1,,,,,,
1972-12-01,,,,,,,,,,,,,49.1,43.9,68.4,,,,,,
1973-01-01,,,,109.9,184.4,57.8,56.4,85.6,45.7,,,,47.8,42.7,59.5,,,,,,
1973-02-01,,,,,,,57.9,88.1,46.6,,,,40.5,40.8,56.4,,,,,,
1973-03-01,,,,,,,58.5,89.7,46.5,,,,58.5,51.1,53.6,,,,,,
1973-04-01,,,,,,,59.0,89.5,46.7,,,,53.6,32.8,39.9,,,,,,
1973-05-01,,,,,,,59.7,91.7,47.9,,,,36.6,38.8,9.1,,,,,,
1973-06-01,,,,,,,59.4,92.2,47.0,,,,30.4,29.6,27.8,,,,,,
1973-07-01,,,,,,,60.0,93.4,46.9,,,,24.8,20.6,6.1,,,,,,
1973-08-01,,,,,,,59.9,93.7,46.5,,,,18.5,36.5,-2.2,,,,,,
1973-09-01,,,,,,,60.3,93.9,46.9,,,,-0.3,23.1,-8.6,,,,,,
1973-10-01,,,,,,,61.1,95.2,47.7,,,,9.8,26.0,-5.0,,,,,,
1973-11-01,,,,,,,61.7,96.5,48.5,,,,15.4,29.0,-11.1,,,,,,
1973-12-01,,,,,,,61.6,98.2,48.2,,,,8.0,25.2,-42.7,,,,,,
1974-01-01,,,,109.7,185.1,63.1,59.9,96.3,48.3,,,,-12.9,34.2,-19.4,,,,,,
1974-02-01,,,,,,,59.0,93.7,48.1,,,,-13.2,9.5,-18.5,,,,,,
1974-03-01,,,,,,,58.8,92.6,47.9,,,,-12.5,34.6,-7.9,,,,,,
1974-04-01,,,,,,,57.6,91.6,46.7,,,,-11.9,35.4,5.8,,,,,,
1974-05-01,,,,,,,59.0,93.4,46.9,,,,-9.2,38.0,25.1,,,,,,
1974-06-01,,,,,,,59.2,92.4,46.9,,,,-8.7,29.2,16.8,,,,,,
1974-07-01,,,,,,,58.9,92.3,46.1,,,,-8.4,25.2,18.1,,,,,,
1974-08-01,,,,,,,57.7,86.3,45.5,,,,-16.9,8.0,27.3,,,,,,
1974-09-01,,,,,,,58.9,90.0,45.1,,,,-7.4,17.2,25.8,,,,,,
1974-10-01,,,,,,,58.6,89.2,44.9,,,,-26.1,8.5,18.5,,,,,,
1974-11-01,,,,,,,56.0,83.8,43.5,,,,-31.8,2.6,16.9,,,,,,
1974-12-01,,,,,,,52.2,78.2,41.6,,,,-57.9,5.9,26.3,,,,,,
1975-01-01,,,,116.3,176.7,66.5,50.1,74.4,40.8,,,,-44.7,7.1,32.3,,,,,,
1975-02-01,,,,,,,48.1,71.1,39.7,,,,-25.5,6.3,37.6,,,,,,
1975-03-01,,,,,,,47.6,68.2,39.0,,,,-28.4,-10.9,50.2,,,,,,
1975-04-01,,,,,,,47.4,63.9,39.6,,,,-28.1,13.3,57.3,,,,,,
1975-05-01,,,,,,,47.2,61.8,40.0,,,,-18.3,10.3,65.5,,,,,,
1975-06-01,,,,,,,47.3,60.7,41.2,,,,-6.4,19.3,73.1,,,,,,
1975-07-01,,,,,,,48.1,59.5,41.9,,,,13.7,24.6,67.9,,,,,,
1975-08-01,,,,,,,49.0,62.3,42.2,,,,28.0,21.3,78.7,,,,,,
1975-09-01,,,,,,,49.9,64.5,43.1,,,,32.6,19.9,85.8,,,,,,
1975-10-01,,,,,,,50.2,64.0,44.0,,,,35.3,24.3,76.9,,,,,,
1975-11-01,,,,,,,50.4,64.3,44.1,,,,44.2,34.7,67.8,,,,,,
1975-12-01,,,,,,,51.3,64.8,44.9,,,,33.1,24.4,70.3,,,,,,
1976-01-01,,,,110.6,171.0,71.1,53.3,68.9,45.5,,,,10.8,24.0,73.8,,,,,,
1976-02-01,,,,,,,54.3,72.3,45.8,,,,20.7,25.7,76.9,,,,,,
1976-03-01,,,,,,,54.9,73.4,45.6,,,,36.2,35.2,69.5,,,,,,
1976-04-01,,,,,,,54.8,74.5,45.8,,,,43.2,31.0,57.6,,,,,,
1976-05-01,,,,,,,55.9,76.5,46.3,,,,37.7,36.6,62.1,,,,,,
1976-06-01,,,,,,,56.0,77.5,46.2,,,,32.7,31.2,58.2,,,,,,
1976-07-01,,,,,,,56.3,79.3,46.9,,,,28.0,34.6,70.1,,,,,,
1976-08-01,,,,,,,56.7,78.8,46.6,,,,19.6,45.4,52.5,,,,,,
1976-09-01,,,,,,,56.4,78.6,47.0,,,,22.1,42.0,64.8,,,,,,
1976-10-01,,,,,,,55.2,75.2,47.2,,,,22.2,44.6,70.3,,,,,,
1976-11-01,,,,,,,57.4,76.7,47.6,,,,13.8,42.5,66.9,,,,,,
1976-12-01,,,,,,,57.7,76.2,47.9,,,,13.6,36.7,67.5,,,,,,
1977-01-01,,,,119.1,171.6,72.7,57.8,76.1,47.9,,,,31.5,34.6,68.2,,,,,,
1977-02-01,,,,,,,58.5,77.6,49.1,,,,34.9,42.9,69.0,,,,,,
1977-03-01,,,,,,,59.9,80.1,49.6,,,,33.2,36.3,67.5,,,,,,
1977-04-01,,,,,,,61.0,81.5,50.2,,,,44.4,36.3,61.1,,,,,,
1977-05-01,,,,,,,61.5,83.1,50.2,,,,30.3,33.1,58.8,,,,,,
1977-06-01,,,,,,,62.4,83.8,50.1,,,,27.6,29.0,59.9,,,,,,
1977-07-01,,,,,,,62.2,83.4,50.1,,,,21.5,32.2,70.0,,,,,,
1977-08-01,,,,,,,62.1,83.3,50.5,,,,20.1,22.8,58.4,,,,,,
1977-09-01,,,,,,,62.4,82.6,50.8,,,,11.2,35.3,54.6,,,,,,
1977-10-01,,,,,,,62.4,84.2,51.0,,,,15.9,34.9,38.5,,,,,,
1977-11-01,,,,,,,62.3,83.9,51.9,,,,18.2,30.1,59.4,,,,,,
1977-12-01,,,,,,,63.2,84.2,52.6,,,,30.6,36.4,58.0,,,,,,
1978-01-01,,,,135.7,170.9,73.7,61.8,83.8,52.5,,,,20.6,32.2,36.0,,,,,,
1978-02-01,,,,,,,61.7,82.5,52.8,,,,11.3,36.6,31.0,,,,,,
1978-03-01,,,,,,,63.2,83.2,53.5,,,,8.9,28.1,31.8,,,,,,
1978-04-01,,,,,,,65.0,85.1,54.5,,,,18.4,19.0,35.1,,,,,,
1978-05-01,,,,,,,64.3,86.2,54.8,,,,27.6,24.5,22.6,,,,,,
1978-06-01,,,,,,,65.1,86.6,55.7,,,,23.2,24.1,20.1,,,,,,
1978-07-01,,,,,,,65.1,86.6,54.7,,,,17.9,7.6,7.2,,,,,,
1978-08-01,,,,,,,65.1,87.0,54.6,,,,27.7,-2.7,21.7,,,,,,
1978-09-01,,,,,,,65.7,87.7,54.9,,,,17.9,5.9,-0.8,,,,,,
1978-10-01,,,,,,,66.5,88.6,55.4,,,,21.0,11.0,0.7,,,,,,
1978-11-01,,,,,,,67.0,89.1,55.9,,,,14.4,15.6,10.5,,,,,,
1978-12-01,,,,,,,67.7,90.1,56.4,,,,8.5,19.7,-9.1,,,,,,
1979-01-01,,,,145.5,170.2,77.7,66.2,85.5,55.0,,,,4.1,18.7,-19.2,,,,,,
1979-02-01,,,,,,,67.2,87.2,55.3,,,,-1.5,13.4,5.8,,,,,,
1979-03-01,,,,,,,67.1,87.2,56.1,,,,5.8,5.0,-17.4,,,,,,
1979-04-01,,,,,,,62.3,82.4,56.0,,,,-3.4,17.6,-17.6,,,,,,
1979-05-01,,,,,,,66.0,85.7,56.3,,,,-1.6,24.3,-17.3,,,,,,
1979-06-01,,,,,,,65.6,86.4,56.4,,,,-4.2,26.9,-6.6,,,,,,
1979-07-01,,,,,,,65.2,85.7,56.2,,,,-13.2,22.1,-7.6,,,,,,
1979-08-01,,,,,,,62.8,82.4,55.6,,,,-17.8,22.9,-21.1,,,,,,
1979-09-01,,,,,,,63.5,82.2,54.4,,,,-24.4,10.6,-16.3,,,,,,
1979-10-01,,,,,,,62.7,81.2,55.2,,,,-28.6,17.4,11.7,,,,,,
1979-11-01,,,,,,,61.3,80.3,54.9,,,,-20.1,9.5,0.2,,,,,,
1979-12-01,,,,,,,62.2,80.6,55.0,,,,-15.6,-1.3,-6.3,,,,,,
1980-01-01,,,,145.9,161.4,74.9,62.3,82.2,54.7,,,,-18.4,17.9,5.8,,,,,,
1980-02-01,,,,,,,62.1,80.9,54.0,,,,-20.9,1.6,-1.5,,,,,,
1980-03-01,,,,,,,61.3,80.9,52.8,,,,-19.5,19.6,15.1,,,,,,
1980-04-01,,,,,,,58.8,77.5,51.4,,,,-37.1,11.4,-2.9,,,,,,
1980-05-01,,,,,,,55.4,69.7,50.7,,,,-53.4,3.5,27.5,,,,,,
1980-06-01,,,,,,,54.2,65.7,50.2,,,,-54.3,6.2,33.2,,,,,,
1980-07-01,,,,,,,53.2,62.1,49.4,,,,-57.1,17.1,36.4,,,,,,
1980-08-01,,,,,,,53.8,63.7,49.8,,,,-39.4,21.0,42.8,,,,,,
1980-09-01,,,,,,,55.1,66.2,50.1,,,,-10.3,20.7,63.7,,,,,,
1980-10-01,,,,,,,56.8,70.4,50.3,,,,24.7,28.5,56.9,,,,,,
1980-11-01,,,,,,,58.2,73.8,50.4,,,,9.0,29.1,54.8,,,,,,
1980-12-01,,,,,,,58.5,74.6,51.2,,,,7.4,32.8,67.4,,,,,,
1981-01-01,,,,114.7,147.6,76.2,58.0,73.4,51.0,,,,2.1,15.3,46.7,,,,,,
1981-02-01,,,,,,,56.1,71.3,50.8,,,,5.2,16.1,60.2,,,,,,
1981-03-01,,,,,,,57.4,72.1,51.0,,,,8.0,18.9,50.2,,,,,,
1981-04-01,,,,,,,57.8,72.4,51.1,,,,-1.2,20.8,61.4,,,,,,
1981-05-01,,,,,,,58.3,72.9,51.4,,,,9.1,19.8,62.4,,,,,,
1981-06-01,,,,,,,57.8,73.0,50.6,,,,-2.1,21.3,50.4,,,,,,
1981-07-01,,,,,,,57.3,72.3,50.6,,,,5.5,41.1,65.0,,,,,,
1981-08-01,,,,,,,57.1,72.7,50.3,,,,16.8,37.9,64.5,,,,,,
1981-09-01,,,,,,,55.8,70.5,50.5,,,,7.5,36.7,66.4,,,,,,
1981-10-01,,,,,,,55.9,68.5,50.6,,,,-13.2,22.9,65.3,,,,,,
1981-11-01,,,,,,,54.5,65.9,50.7,,,,-25.7,14.2,57.2,,,,,,
1981-12-01,,,,,,,52.7,63.0,50.3,,,,-34.5,16.1,61.9,,,,,,
1982-01-01,,,,93.2,139.8,76.3,50.4,59.6,49.5,,,,-19.9,15.5,67.0,,,,,,
1982-02-01,,,,,,,52.8,60.8,51.6,,,,-15.4,22.6,68.8,,,,,,
1982-03-01,,,,,,,51.8,59.2,51.2,,,,-15.7,12.7,50.9,,,,,,
1982-04-01,,,,,,,51.1,56.9,50.4,,,,-3.2,6.8,68.2,,,,,,
1982-05-01,,,,,,,51.0,56.0,50.0,,,,-4.6,6.5,71.0,,,,,,
1982-06-01,,,,,,,51.0,55.6,51.1,,,,2.2,7.0,66.9,,,,,,
1982-07-01,,,,,,,51.0,55.2,51.2,,,,2.8,12.1,67.7,,,,,,
1982-08-01,,,,,,,50.2,54.3,52.0,,,,-3.2,2.4,63.5,,,,,,
1982-09-01,,,,,,,49.0,53.4,52.3,,,,-13.6,10.7,82.2,,,,,,
1982-10-01,,,,,,,48.1,50.9,52.9,,,,10.9,5.8,74.5,,,,,,
1982-11-01,,,,,,,48.0,49.4,52.8,,,,2.3,7.4,82.2,,,,,,
1982-12-01,,,,,,,47.9,49.6,52.0,,,,14.7,7.7,75.3,,,,,,
1983-01-01,,,,83.5,133.6,78.1,49.8,52.4,53.6,,,,12.5,4.9,74.9,,,,,,
1983-02-01,,,,,,,50.4,54.0,53.6,,,,20.2,3.1,71.4,,,,,,
1983-03-01,,,,,,,50.9,55.4,53.5,,,,32.6,17.6,72.8,,,,,,
1983-04-01,,,,,,,52.1,57.5,54.0,,,,37.2,25.3,78.8,,,,,,
1983-05-01,,,,,,,53.2,58.9,55.1,,,,37.6,27.6,78.3,,,,,,
1983-06-01,,,,,,,54.0,59.6,55.8,,,,42.3,35.3,84.6,,,,,,
1983-07-01,,,,,,,55.1,61.0,56.4,,,,49.5,21.6,73.8,,,,,,
1983-08-01,,,,,,,55.4,62.4,56.2,,,,41.5,31.2,79.6,,,,,,
1983-09-01,,,,,,,57.2,64.7,57.0,,,,40.7,24.5,68.6,,,,,,
1983-10-01,,,,,,,57.6,66.6,56.9,,,,35.4,20.9,65.9,,,,,,
1983-11-01,,,,,,,58.0,67.2,56.7,,,,45.1,38.2,64.6,,,,,,
1983-12-01,,,,,,,57.9,67.6,55.7,,,,41.0,39.4,68.4,,,,,,
1984-01-01,,,,73.9,133.1,81.5,59.2,68.9,56.3,,,,47.0,44.6,59.4,,,,,,
1984-02-01,,,,,,,59.3,70.3,56.3,,,,25.8,34.1,64.1,,,,,,
1984-03-01,,,,,,,59.2,70.4,56.4,,,,35.0,37.2,67.6,,,,,,
1984-04-01,,,,,,,59.3,70.7,56.8,,,,36.9,43.1,54.5,,,,,,
1984-05-01,,,,,,,58.8,71.3,56.7,,,,31.7,29.8,57.7,,,,,,
1984-06-01,,,,,,,58.9,70.6,56.5,,,,27.7,27.2,39.7,,,,,,
1984-07-01,,,,,,,58.7,70.3,56.4,,,,1.4,14.6,43.7,,,,,,
1984-08-01,,,,,,,58.6,69.3,55.9,,,,23.7,26.4,48.1,,,,,,
1984-09-01,,,,,,,58.3,67.8,55.8,,,,22.3,26.7,41.3,,,,,,
1984-10-01,,,,,,,58.6,68.3,57.2,,,,15.4,31.1,56.8,,,,,,
1984-11-01,,,,,,,57.4,66.5,57.0,,,,2.7,20.7,45.6,,,,,,
1984-12-01,,,,,,,58.1,67.0,57.3,,,,2.1,23.5,49.9,,,,,,
1985-01-01,,,,71.9,133.4,83.9,58.6,67.9,56.9,,,,5.5,25.1,48.1,,,,,,
1985-02-01,,,,,,,57.3,66.7,56.9,,,,10.9,28.7,52.5,,,,,,
1985-03-01,,,,,,,58.2,68.0,57.4,,,,31.0,22.1,52.7,,,,,,
1985-04-01,,,,,,,58.0,67.9,58.0,,,,10.0,23.5,51.2,,,,,,
1985-05-01,,,,,,,58.0,66.9,58.4,,,,8.0,21.3,41.6,,,,,,
1985-06-01,,,,,,,57.9,67.3,58.6,,,,-2.4,10.0,24.1,,,,,,
1985-07-01,,,,,,,57.6,66.0,58.4,,,,11.5,14.9,35.9,,,,,,
1985-08-01,,,,,,,58.0,66.2,58.4,,,,7.0,21.3,32.0,,,,,,
1985-09-01,,,,,,,58.0,66.2,59.0,,,,2.3,5.8,31.7,,,,,,
1985-10-01,,,,,,,57.7,65.9,58.5,,,,6.1,13.7,25.6,,,,,,
1985-11-01,,,,,,,58.0,65.9,58.2,,,,19.7,21.7,28.2,,,,,,
1985-12-01,,,,,,,58.7,66.4,59.5,,,,13.5,15.9,26.6,,,,,,
1986-01-01,,,,95.5,131.2,84.5,59.0,65.4,60.3,,,,22.4,28.5,41.4,,,,,,
1986-02-01,,,,,,,58.4,64.7,60.2,,,,19.9,18.7,34.3,,,,,,
1986-03-01,,,,,,,58.2,64.0,59.6,,,,14.0,13.1,31.6,,,,,,
1986-04-01,,,,,,,58.0,63.7,60.2,,,,3.2,3.9,26.6,,,,,,
1986-05-01,,,,,,,58.0,63.0,60.5,,,,1.9,2.6,17.6,,,,,,
1986-06-01,,,,,,,57.8,61.9,60.5,,,,2.8,8.8,29.3,,,,,,
1986-07-01,,,,,,,58.2,62.5,60.4,,,,11.8,10.1,32.4,,,,,,
1986-08-01,,,,,,,58.5,62.6,61.1,,,,6.8,1.8,27.3,,,,,,
1986-09-01,,,,,,,58.7,63.4,61.0,,,,10.6,1.0,24.1,,,,,,
1986-10-01,,,,,,,59.1,64.3,62.0,,,,9.1,10.7,20.3,,,,,,
1986-11-01,,,,,,,59.6,65.3,62.6,,,,16.4,19.2,34.9,,,,,,
1986-12-01,,,,,,,60.6,66.3,63.8,,,,22.8,3.2,26.2,,,,,,
1987-01-01,,,,114.2,131.5,87.0,60.7,66.7,63.2,,,,5.8,1.8,32.4,,,,,,
1987-02-01,,,,,,,62.5,70.1,64.0,,,,9.3,16.4,29.4,,,,,,
1987-03-01,,,,,,,62.5,71.6,64.3,,,,5.5,6.9,19.8,,,,,,
1987-04-01,,,,,,,62.8,73.4,65.2,,,,14.4,4.4,16.9,,,,,,
1987-05-01,,,,,,,63.3,74.6,65.7,,,,19.7,17.0,16.8,,,,,,
1987-06-01,,,,,,,63.6,76.0,65.9,,,,13.0,17.3,20.0,,,,,,
1987-07-01,,,,,,,63.9,76.2,67.2,,,,15.5,8.1,21.6,,,,,,
1987-08-01,,,,,,,64.2,77.1,67.0,,,,30.1,11.7,24.2,,,,,,
1987-09-01,,,,,,,64.0,76.0,67.5,,,,26.3,28.4,27.9,,,,,,
1987-10-01,,,,,,,66.2,79.0,68.0,,,,27.2,18.6,23.0,,,,,,
1987-11-01,,,,,,,66.6,79.0,68.4,,,,11.8,13.6,3.8,,,,,,
1987-12-01,,,,,,,66.5,79.2,68.6,,,,29.6,15.6,14.3,,,,,,
1988-01-01,,,,116.0,134.9,88.9,66.2,77.3,67.9,,,,3.5,10.9,8.7,,,,,,
1988-02-01,,,,,,,65.8,75.4,68.3,,,,18.3,16.1,11.4,,,,,,
1988-03-01,,,,,,,65.9,74.9,68.2,,,,12.8,25.0,5.2,,,,,,
1988-04-01,,,,,,,66.7,74.5,68.0,,,,26.8,-1.8,12.3,,,,,,
1988-05-01,,,,,,,66.5,74.6,67.4,,,,17.8,22.9,25.5,,,,,,
1988-06-01,,,,,,,66.7,73.6,68.0,,,,17.4,23.1,33.8,,,,,,
1988-07-01,,,,,,,66.0,73.3,68.5,,,,23.7,24.5,25.0,,,,,,
1988-08-01,,,,,,,65.6,72.6,67.4,,,,15.2,24.6,17.2,,,,,,
1988-09-01,,,,,,,66.3,73.5,67.0,,,,25.6,31.8,28.8,,,,,,
1988-10-01,,,,,,,66.8,73.2,67.2,,,,27.2,26.1,19.7,,,,,,
1988-11-01,,,,,,,67.3,74.7,66.9,,,,27.2,25.9,21.9,,,,,,
1988-12-01,,,,,,,67.6,75.3,67.6,,,,22.7,38.4,21.8,,,,,,
1989-01-01,,,,108.3,136.9,92.4,68.1,77.4,67.1,,,,28.2,39.3,7.4,,,,,,
1989-02-01,,,,,,,67.6,75.7,66.5,,,,20.1,24.4,-1.3,,,,,,
1989-03-01,,,,,,,67.4,76.8,66.8,,,,18.2,21.8,2.6,,,,,,
1989-04-01,,,,,,,67.4,76.9,66.4,,,,4.1,27.1,12.3,,,,,,
1989-05-01,,,,,,,66.3,76.0,66.3,,,,-10.2,20.5,-1.4,,,,,,
1989-06-01,,,,,,,66.1,75.5,66.9,,,,-7.6,9.8,-5.2,,,,,,
1989-07-01,,,,,,,64.5,74.4,64.7,,,,-16.9,19.3,4.4,,,,,,
1989-08-01,,,,,,,65.5,74.6,65.7,,,,-9.4,20.8,3.5,,,,,,
1989-09-01,,,,,,,65.5,74.2,65.3,,,,-5.4,19.2,11.1,,,,,,
1989-10-01,,,,,,,64.6,73.4,66.1,,,,-6.9,1.3,6.2,,,,,,
1989-11-01,,,,,,,65.0,72.8,66.6,,,,-4.2,9.7,15.0,,,,,,
1989-12-01,,,,,,,65.3,72.3,66.5,,,,-2.1,6.6,7.8,,,,,,
1990-01-01,,,,127.7,132.7,93.4,63.6,72.3,67.1,,,,-7.5,0.5,14.3,,,,,,
1990-02-01,,,,,,,65.5,71.9,67.9,,,,-22.0,-5.6,1.7,,,,,,
1990-03-01,,,,,,,66.6,72.6,67.7,,,,-21.8,-10.0,21.0,,,,,,
1990-04-01,,,,,,,64.9,70.7,67.5,,,,-9.0,1.6,22.5,,,,,,
1990-05-01,,,,,,,66.5,72.5,67.5,,,,-16.5,4.6,21.2,,,,,,
1990-06-01,,,,,,,66.8,72.1,67.7,,,,-8.6,7.9,25.2,,,,,,
1990-07-01,,,,,,,66.4,70.9,67.8,,,,-18.1,3.8,6.5,,,,,,
1990-08-01,,,,,,,66.5,72.2,68.5,,,,-18.1,4.3,7.7,,,,,,
1990-09-01,,,,,,,66.4,70.6,68.5,,,,-43.4,-10.4,-6.3,,,,,,
1990-10-01,,,,,,,65.7,69.1,68.9,,,,-48.2,0.6,-7.1,,,,,,
1990-11-01,,,,,,,63.2,66.8,70.0,,,,-27.1,-2.1,9.6,,,,,,
1990-12-01,,,,,,,62.7,65.3,69.5,,,,-37.1,4.8,9.9,,,,,,
1991-01-01,,,,124.8,121.5,95.5,61.6,63.3,68.8,,,,-32.0,-8.7,2.3,,,,,,
1991-02-01,,,,,,,60.7,60.7,69.1,,,,-22.0,9.0,30.2,,,,,,
1991-03-01,,,,,,,59.9,58.7,68.7,,,,-11.6,10.6,34.1,,,,,,
1991-04-01,,,,,,,61.0,60.1,69.7,,,,-6.5,25.5,41.6,,,,,,
1991-05-01,,,,,,,61.4,59.3,70.6,,,,3.9,16.5,49.9,,,,,,
1991-06-01,,,,,,,62.8,61.5,70.8,,,,13.0,25.3,54.4,,,,,,
1991-07-01,,,,,,,63.4,62.4,71.0,,,,19.9,27.4,62.0,,,,,,
1991-08-01,,,,,,,63.6,63.8,71.8,,,,27.0,18.3,62.8,,,,,,
1991-09-01,,,,,,,65.1,65.8,72.3,,,,20.0,15.1,68.3,,,,,,
1991-10-01,,,,,,,65.5,66.1,73.4,,,,9.5,20.8,70.4,,,,,,
1991-11-01,,,,,,,65.2,66.9,72.7,,,,1.3,13.9,54.7,,,,,,
1991-12-01,,,,,,,65.2,67.1,73.2,,,,-18.7,18.1,57.4,,,,,,
1992-01-01,1.65,1.56,808292.0,132.7,114.4,96.6,64.5,68.2,73.7,,,,-2.2,22.8,48.2,,,,,,
